model,seed,tok_len,is_perfect,answer,predict,answer_tok,predict_tok
Transformer,3,18,1,CC1(CNC(=O)O)OCCO1,CC1(CNC(=O)O)OCCO1,"['C', 'C', '1', '(', 'C', 'N', 'C', '(', '=', 'O', ')', 'O', ')', 'O', 'C', 'C', 'O', '1']","['C', 'C', '1', '(', 'C', 'N', 'C', '(', '=', 'O', ')', 'O', ')', 'O', 'C', 'C', 'O', '1']"
Transformer,3,18,1,C=C(Cl)Cn1cc(N)cn1,C=C(Cl)Cn1cc(N)cn1,"['C', '=', 'C', '(', 'C', 'l', ')', 'C', 'n', '1', 'c', 'c', '(', 'N', ')', 'c', 'n', '1']","['C', '=', 'C', '(', 'C', 'l', ')', 'C', 'n', '1', 'c', 'c', '(', 'N', ')', 'c', 'n', '1']"
Transformer,3,18,1,CC(C)CN(C)c1ncccn1,CC(C)CN(C)c1ncccn1,"['C', 'C', '(', 'C', ')', 'C', 'N', '(', 'C', ')', 'c', '1', 'n', 'c', 'c', 'c', 'n', '1']","['C', 'C', '(', 'C', ')', 'C', 'N', '(', 'C', ')', 'c', '1', 'n', 'c', 'c', 'c', 'n', '1']"
Transformer,3,18,1,CSC(C)(C)C(=O)NCCF,CSC(C)(C)C(=O)NCCF,"['C', 'S', 'C', '(', 'C', ')', '(', 'C', ')', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'F']","['C', 'S', 'C', '(', 'C', ')', '(', 'C', ')', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'F']"
Transformer,3,18,1,CSc1ccccc1NCCC1CC1,CSc1ccccc1NCCC1CC1,"['C', 'S', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'N', 'C', 'C', 'C', '1', 'C', 'C', '1']","['C', 'S', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'N', 'C', 'C', 'C', '1', 'C', 'C', '1']"
Transformer,3,18,1,Cn1nncc1COc1ccccc1,Cn1nncc1COc1ccccc1,"['C', 'n', '1', 'n', 'n', 'c', 'c', '1', 'C', 'O', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","['C', 'n', '1', 'n', 'n', 'c', 'c', '1', 'C', 'O', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']"
Transformer,3,18,1,CCCN(CC)CCNC(=O)CN,CCCN(CC)CCNC(=O)CN,"['C', 'C', 'C', 'N', '(', 'C', 'C', ')', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N']","['C', 'C', 'C', 'N', '(', 'C', 'C', ')', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N']"
Transformer,3,18,1,C=CCN(CC=C)CCOCCCC,C=CCN(CC=C)CCOCCCC,"['C', '=', 'C', 'C', 'N', '(', 'C', 'C', '=', 'C', ')', 'C', 'C', 'O', 'C', 'C', 'C', 'C']","['C', '=', 'C', 'C', 'N', '(', 'C', 'C', '=', 'C', ')', 'C', 'C', 'O', 'C', 'C', 'C', 'C']"
Transformer,3,18,1,COC(OC)c1cccc(N)c1,COC(OC)c1cccc(N)c1,"['C', 'O', 'C', '(', 'O', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', '(', 'N', ')', 'c', '1']","['C', 'O', 'C', '(', 'O', 'C', ')', 'c', '1', 'c', 'c', 'c', 'c', '(', 'N', ')', 'c', '1']"
Transformer,3,18,1,CC(=O)C1(C#N)CCCC1,CC(=O)C1(C#N)CCCC1,"['C', 'C', '(', '=', 'O', ')', 'C', '1', '(', 'C', '#', 'N', ')', 'C', 'C', 'C', 'C', '1']","['C', 'C', '(', '=', 'O', ')', 'C', '1', '(', 'C', '#', 'N', ')', 'C', 'C', 'C', 'C', '1']"
Transformer,3,18,1,CCC/C(C)=C/C(=O)NC,CCC/C(C)=C/C(=O)NC,"['C', 'C', 'C', '/', 'C', '(', 'C', ')', '=', 'C', '/', 'C', '(', '=', 'O', ')', 'N', 'C']","['C', 'C', 'C', '/', 'C', '(', 'C', ')', '=', 'C', '/', 'C', '(', '=', 'O', ')', 'N', 'C']"
Transformer,3,18,1,Cc1ccc(Cl)c(Cl)c1C,Cc1ccc(Cl)c(Cl)c1C,"['C', 'c', '1', 'c', 'c', 'c', '(', 'C', 'l', ')', 'c', '(', 'C', 'l', ')', 'c', '1', 'C']","['C', 'c', '1', 'c', 'c', 'c', '(', 'C', 'l', ')', 'c', '(', 'C', 'l', ')', 'c', '1', 'C']"
Transformer,3,18,1,COc1cc(Cl)cc(O)c1F,COc1cc(Cl)cc(O)c1F,"['C', 'O', 'c', '1', 'c', 'c', '(', 'C', 'l', ')', 'c', 'c', '(', 'O', ')', 'c', '1', 'F']","['C', 'O', 'c', '1', 'c', 'c', '(', 'C', 'l', ')', 'c', 'c', '(', 'O', ')', 'c', '1', 'F']"
Transformer,3,18,1,C=CCONCCS(C)(=O)=O,C=CCONCCS(C)(=O)=O,"['C', '=', 'C', 'C', 'O', 'N', 'C', 'C', 'S', '(', 'C', ')', '(', '=', 'O', ')', '=', 'O']","['C', '=', 'C', 'C', 'O', 'N', 'C', 'C', 'S', '(', 'C', ')', '(', '=', 'O', ')', '=', 'O']"
Transformer,3,18,1,Cc1nonc1NC(=O)CCCF,Cc1nonc1NC(=O)CCCF,"['C', 'c', '1', 'n', 'o', 'n', 'c', '1', 'N', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', 'F']","['C', 'c', '1', 'n', 'o', 'n', 'c', '1', 'N', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', 'F']"
Transformer,3,18,1,C=CCNC(=O)N1CCOCC1,C=CCNC(=O)N1CCOCC1,"['C', '=', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'N', '1', 'C', 'C', 'O', 'C', 'C', '1']","['C', '=', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'N', '1', 'C', 'C', 'O', 'C', 'C', '1']"
Transformer,3,18,1,C=CCCCCNCC1=CCCOC1,C=CCCCCNCC1=CCCOC1,"['C', '=', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', '1', '=', 'C', 'C', 'C', 'O', 'C', '1']","['C', '=', 'C', 'C', 'C', 'C', 'C', 'N', 'C', 'C', '1', '=', 'C', 'C', 'C', 'O', 'C', '1']"
Transformer,3,18,1,CCOc1cc(Br)cc(C)n1,CCOc1cc(Br)cc(C)n1,"['C', 'C', 'O', 'c', '1', 'c', 'c', '(', 'B', 'r', ')', 'c', 'c', '(', 'C', ')', 'n', '1']","['C', 'C', 'O', 'c', '1', 'c', 'c', '(', 'B', 'r', ')', 'c', 'c', '(', 'C', ')', 'n', '1']"
Transformer,3,18,1,COc1cccc(CNCCF)c1F,COc1cccc(CNCCF)c1F,"['C', 'O', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', 'N', 'C', 'C', 'F', ')', 'c', '1', 'F']","['C', 'O', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', 'N', 'C', 'C', 'F', ')', 'c', '1', 'F']"
Transformer,3,18,1,CO[C@@H]1CCC[C@@H]1O,CO[C@@H]1CCC[C@@H]1O,"['C', 'O', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'O']","['C', 'O', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'O']"
Transformer,3,18,0,CCCCOC(OCCCC)N(C)C,CCCCOC(N)C(C)OCCCC,"['C', 'C', 'C', 'C', 'O', 'C', '(', 'O', 'C', 'C', 'C', 'C', ')', 'N', '(', 'C', ')', 'C']","['C', 'C', 'C', 'C', 'O', 'C', '(', 'N', ')', 'C', '(', 'C', ')', 'O', 'C', 'C', 'C', 'C']"
Transformer,3,18,1,Cc1c(N)ccc(Cl)c1Cl,Cc1c(N)ccc(Cl)c1Cl,"['C', 'c', '1', 'c', '(', 'N', ')', 'c', 'c', 'c', '(', 'C', 'l', ')', 'c', '1', 'C', 'l']","['C', 'c', '1', 'c', '(', 'N', ')', 'c', 'c', 'c', '(', 'C', 'l', ')', 'c', '1', 'C', 'l']"
Transformer,3,18,1,CCCSCC(=O)OC1CCCC1,CCCSCC(=O)OC1CCCC1,"['C', 'C', 'C', 'S', 'C', 'C', '(', '=', 'O', ')', 'O', 'C', '1', 'C', 'C', 'C', 'C', '1']","['C', 'C', 'C', 'S', 'C', 'C', '(', '=', 'O', ')', 'O', 'C', '1', 'C', 'C', 'C', 'C', '1']"
Transformer,3,18,1,Cc1ccccc1Cc1ccccc1,Cc1ccccc1Cc1ccccc1,"['C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","['C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']"
Transformer,3,18,1,CSCCCNCc1c(C)cnn1C,CSCCCNCc1c(C)cnn1C,"['C', 'S', 'C', 'C', 'C', 'N', 'C', 'c', '1', 'c', '(', 'C', ')', 'c', 'n', 'n', '1', 'C']","['C', 'S', 'C', 'C', 'C', 'N', 'C', 'c', '1', 'c', '(', 'C', ')', 'c', 'n', 'n', '1', 'C']"
Transformer,3,18,1,CC#CC(=O)N(CC)CCOC,CC#CC(=O)N(CC)CCOC,"['C', 'C', '#', 'C', 'C', '(', '=', 'O', ')', 'N', '(', 'C', 'C', ')', 'C', 'C', 'O', 'C']","['C', 'C', '#', 'C', 'C', '(', '=', 'O', ')', 'N', '(', 'C', 'C', ')', 'C', 'C', 'O', 'C']"
Transformer,3,18,1,COC(=O)CCCc1cccnc1,COC(=O)CCCc1cccnc1,"['C', 'O', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', 'c', '1', 'c', 'c', 'c', 'n', 'c', '1']","['C', 'O', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', 'c', '1', 'c', 'c', 'c', 'n', 'c', '1']"
Transformer,3,18,1,CNC[C@@]1(C)CC1(F)F,CNC[C@@]1(C)CC1(F)F,"['C', 'N', 'C', '[', 'C', '@@', ']', '1', '(', 'C', ')', 'C', 'C', '1', '(', 'F', ')', 'F']","['C', 'N', 'C', '[', 'C', '@@', ']', '1', '(', 'C', ')', 'C', 'C', '1', '(', 'F', ')', 'F']"
Transformer,3,18,1,Cc1ncn(Cc2nncs2)n1,Cc1ncn(Cc2nncs2)n1,"['C', 'c', '1', 'n', 'c', 'n', '(', 'C', 'c', '2', 'n', 'n', 'c', 's', '2', ')', 'n', '1']","['C', 'c', '1', 'n', 'c', 'n', '(', 'C', 'c', '2', 'n', 'n', 'c', 's', '2', ')', 'n', '1']"
Transformer,3,18,1,CC(=S)c1cc(C)ccc1C,CC(=S)c1cc(C)ccc1C,"['C', 'C', '(', '=', 'S', ')', 'c', '1', 'c', 'c', '(', 'C', ')', 'c', 'c', 'c', '1', 'C']","['C', 'C', '(', '=', 'S', ')', 'c', '1', 'c', 'c', '(', 'C', ')', 'c', 'c', 'c', '1', 'C']"
Transformer,3,18,1,CCCSCC(=O)NCCNCC#N,CCCSCC(=O)NCCNCC#N,"['C', 'C', 'C', 'S', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'N', 'C', 'C', '#', 'N']","['C', 'C', 'C', 'S', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'N', 'C', 'C', '#', 'N']"
Transformer,3,18,1,CC(=NNCCO)c1cnnn1C,CC(=NNCCO)c1cnnn1C,"['C', 'C', '(', '=', 'N', 'N', 'C', 'C', 'O', ')', 'c', '1', 'c', 'n', 'n', 'n', '1', 'C']","['C', 'C', '(', '=', 'N', 'N', 'C', 'C', 'O', ')', 'c', '1', 'c', 'n', 'n', 'n', '1', 'C']"
Transformer,3,18,1,CCCCCOC(=O)C=C(C)C,CCCCCOC(=O)C=C(C)C,"['C', 'C', 'C', 'C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', '=', 'C', '(', 'C', ')', 'C']","['C', 'C', 'C', 'C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', '=', 'C', '(', 'C', ')', 'C']"
Transformer,3,18,1,C#CCCCN1CCC=C(F)C1,C#CCCCN1CCC=C(F)C1,"['C', '#', 'C', 'C', 'C', 'C', 'N', '1', 'C', 'C', 'C', '=', 'C', '(', 'F', ')', 'C', '1']","['C', '#', 'C', 'C', 'C', 'C', 'N', '1', 'C', 'C', 'C', '=', 'C', '(', 'F', ')', 'C', '1']"
Transformer,3,18,1,CNCC(=O)c1ccccc1Cl,CNCC(=O)c1ccccc1Cl,"['C', 'N', 'C', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'C', 'l']","['C', 'N', 'C', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'C', 'l']"
Transformer,3,18,1,CCC(C)(C)[C@@H](C)O,CCC(C)(C)[C@@H](C)O,"['C', 'C', 'C', '(', 'C', ')', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'O']","['C', 'C', 'C', '(', 'C', ')', '(', 'C', ')', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'O']"
Transformer,3,18,1,Nc1cc2[nH]ncc2cc1F,Nc1cc2[nH]ncc2cc1F,"['N', 'c', '1', 'c', 'c', '2', '[', 'n', 'H', ']', 'n', 'c', 'c', '2', 'c', 'c', '1', 'F']","['N', 'c', '1', 'c', 'c', '2', '[', 'n', 'H', ']', 'n', 'c', 'c', '2', 'c', 'c', '1', 'F']"
Transformer,3,18,1,c1ccc(NCC2CCC2)cc1,c1ccc(NCC2CCC2)cc1,"['c', '1', 'c', 'c', 'c', '(', 'N', 'C', 'C', '2', 'C', 'C', 'C', '2', ')', 'c', 'c', '1']","['c', '1', 'c', 'c', 'c', '(', 'N', 'C', 'C', '2', 'C', 'C', 'C', '2', ')', 'c', 'c', '1']"
Transformer,3,18,1,C[C@H](CCC#N)CNCCF,C[C@H](CCC#N)CNCCF,"['C', '[', 'C', '@', 'H', ']', '(', 'C', 'C', 'C', '#', 'N', ')', 'C', 'N', 'C', 'C', 'F']","['C', '[', 'C', '@', 'H', ']', '(', 'C', 'C', 'C', '#', 'N', ')', 'C', 'N', 'C', 'C', 'F']"
Transformer,3,18,1,Cc1ccc2ncc(Br)n2n1,Cc1ccc2ncc(Br)n2n1,"['C', 'c', '1', 'c', 'c', 'c', '2', 'n', 'c', 'c', '(', 'B', 'r', ')', 'n', '2', 'n', '1']","['C', 'c', '1', 'c', 'c', 'c', '2', 'n', 'c', 'c', '(', 'B', 'r', ')', 'n', '2', 'n', '1']"
Transformer,3,18,1,CN(Cc1nccs1)CC(F)F,CN(Cc1nccs1)CC(F)F,"['C', 'N', '(', 'C', 'c', '1', 'n', 'c', 'c', 's', '1', ')', 'C', 'C', '(', 'F', ')', 'F']","['C', 'N', '(', 'C', 'c', '1', 'n', 'c', 'c', 's', '1', ')', 'C', 'C', '(', 'F', ')', 'F']"
Transformer,3,18,1,N#CCCCC(=O)NCC(F)F,N#CCCCC(=O)NCC(F)F,"['N', '#', 'C', 'C', 'C', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', '(', 'F', ')', 'F']","['N', '#', 'C', 'C', 'C', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', '(', 'F', ')', 'F']"
Transformer,3,18,1,FC(F)Oc1cc(Cl)ccn1,FC(F)Oc1cc(Cl)ccn1,"['F', 'C', '(', 'F', ')', 'O', 'c', '1', 'c', 'c', '(', 'C', 'l', ')', 'c', 'c', 'n', '1']","['F', 'C', '(', 'F', ')', 'O', 'c', '1', 'c', 'c', '(', 'C', 'l', ')', 'c', 'c', 'n', '1']"
Transformer,3,18,1,COC1CCN(C(C)=O)CC1,COC1CCN(C(C)=O)CC1,"['C', 'O', 'C', '1', 'C', 'C', 'N', '(', 'C', '(', 'C', ')', '=', 'O', ')', 'C', 'C', '1']","['C', 'O', 'C', '1', 'C', 'C', 'N', '(', 'C', '(', 'C', ')', '=', 'O', ')', 'C', 'C', '1']"
Transformer,3,18,1,CCCSCC(=O)C(C)(C)C,CCCSCC(=O)C(C)(C)C,"['C', 'C', 'C', 'S', 'C', 'C', '(', '=', 'O', ')', 'C', '(', 'C', ')', '(', 'C', ')', 'C']","['C', 'C', 'C', 'S', 'C', 'C', '(', '=', 'O', ')', 'C', '(', 'C', ')', '(', 'C', ')', 'C']"
Transformer,3,18,1,COC(=O)CCn1sccc1=O,COC(=O)CCn1sccc1=O,"['C', 'O', 'C', '(', '=', 'O', ')', 'C', 'C', 'n', '1', 's', 'c', 'c', 'c', '1', '=', 'O']","['C', 'O', 'C', '(', '=', 'O', ')', 'C', 'C', 'n', '1', 's', 'c', 'c', 'c', '1', '=', 'O']"
Transformer,3,18,1,C[C@H]1Cn2nccc2CN1,C[C@H]1Cn2nccc2CN1,"['C', '[', 'C', '@', 'H', ']', '1', 'C', 'n', '2', 'n', 'c', 'c', 'c', '2', 'C', 'N', '1']","['C', '[', 'C', '@', 'H', ']', '1', 'C', 'n', '2', 'n', 'c', 'c', 'c', '2', 'C', 'N', '1']"
Transformer,3,18,1,OCCSCc1ccc(I)cc1Cl,OCCSCc1ccc(I)cc1Cl,"['O', 'C', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', '(', 'I', ')', 'c', 'c', '1', 'C', 'l']","['O', 'C', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', '(', 'I', ')', 'c', 'c', '1', 'C', 'l']"
Transformer,3,18,1,CC(C)CN1CCNC(=O)C1,CC(C)CN1CCNC(=O)C1,"['C', 'C', '(', 'C', ')', 'C', 'N', '1', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', '1']","['C', 'C', '(', 'C', ')', 'C', 'N', '1', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', '1']"
Transformer,3,18,1,CCCCCNC(=O)N(C)CCC,CCCCCNC(=O)N(C)CCC,"['C', 'C', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'N', '(', 'C', ')', 'C', 'C', 'C']","['C', 'C', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'N', '(', 'C', ')', 'C', 'C', 'C']"
Transformer,3,18,1,NC(=O)CN1CCCCCC1=O,NC(=O)CN1CCCCCC1=O,"['N', 'C', '(', '=', 'O', ')', 'C', 'N', '1', 'C', 'C', 'C', 'C', 'C', 'C', '1', '=', 'O']","['N', 'C', '(', '=', 'O', ')', 'C', 'N', '1', 'C', 'C', 'C', 'C', 'C', 'C', '1', '=', 'O']"
Transformer,3,18,1,COCCOCCOc1ccccc1SC,COCCOCCOc1ccccc1SC,"['C', 'O', 'C', 'C', 'O', 'C', 'C', 'O', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'S', 'C']","['C', 'O', 'C', 'C', 'O', 'C', 'C', 'O', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'S', 'C']"
Transformer,3,18,1,C=CCC[C@H](N)C(C)C,C=CCC[C@H](N)C(C)C,"['C', '=', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '(', 'N', ')', 'C', '(', 'C', ')', 'C']","['C', '=', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '(', 'N', ')', 'C', '(', 'C', ')', 'C']"
Transformer,3,18,1,CC[C@H]1CCN[C@H]1C,CC[C@H]1CCN[C@H]1C,"['C', 'C', '[', 'C', '@', 'H', ']', '1', 'C', 'C', 'N', '[', 'C', '@', 'H', ']', '1', 'C']","['C', 'C', '[', 'C', '@', 'H', ']', '1', 'C', 'C', 'N', '[', 'C', '@', 'H', ']', '1', 'C']"
Transformer,3,18,1,CCCOCC(=O)NOCC(C)C,CCCOCC(=O)NOCC(C)C,"['C', 'C', 'C', 'O', 'C', 'C', '(', '=', 'O', ')', 'N', 'O', 'C', 'C', '(', 'C', ')', 'C']","['C', 'C', 'C', 'O', 'C', 'C', '(', '=', 'O', ')', 'N', 'O', 'C', 'C', '(', 'C', ')', 'C']"
Transformer,3,18,1,CN1CCC[C@H](C#N)C1,CN1CCC[C@H](C#N)C1,"['C', 'N', '1', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '(', 'C', '#', 'N', ')', 'C', '1']","['C', 'N', '1', 'C', 'C', 'C', '[', 'C', '@', 'H', ']', '(', 'C', '#', 'N', ')', 'C', '1']"
Transformer,3,18,1,CC(=O)Oc1cccc(C)c1,CC(=O)Oc1cccc(C)c1,"['C', 'C', '(', '=', 'O', ')', 'O', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', ')', 'c', '1']","['C', 'C', '(', '=', 'O', ')', 'O', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', ')', 'c', '1']"
Transformer,3,18,0,O=C(CSC1CC1)OCCCCF,O=C(CSC1CCC1)OCCCF,"['O', '=', 'C', '(', 'C', 'S', 'C', '1', 'C', 'C', '1', ')', 'O', 'C', 'C', 'C', 'C', 'F']","['O', '=', 'C', '(', 'C', 'S', 'C', '1', 'C', 'C', 'C', '1', ')', 'O', 'C', 'C', 'C', 'F']"
Transformer,3,18,1,C[C@H]1CNC(=O)CCN1,C[C@H]1CNC(=O)CCN1,"['C', '[', 'C', '@', 'H', ']', '1', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'C', 'N', '1']","['C', '[', 'C', '@', 'H', ']', '1', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'C', 'N', '1']"
Transformer,3,18,1,NCC1CCN(C2COC2)CC1,NCC1CCN(C2COC2)CC1,"['N', 'C', 'C', '1', 'C', 'C', 'N', '(', 'C', '2', 'C', 'O', 'C', '2', ')', 'C', 'C', '1']","['N', 'C', 'C', '1', 'C', 'C', 'N', '(', 'C', '2', 'C', 'O', 'C', '2', ')', 'C', 'C', '1']"
Transformer,3,18,1,Cc1nnsc1CNC(C)(C)C,Cc1nnsc1CNC(C)(C)C,"['C', 'c', '1', 'n', 'n', 's', 'c', '1', 'C', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C']","['C', 'c', '1', 'n', 'n', 's', 'c', '1', 'C', 'N', 'C', '(', 'C', ')', '(', 'C', ')', 'C']"
Transformer,3,18,1,CSCCNC(=O)CNCC(C)C,CSCCNC(=O)CNCC(C)C,"['C', 'S', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N', 'C', 'C', '(', 'C', ')', 'C']","['C', 'S', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N', 'C', 'C', '(', 'C', ')', 'C']"
Transformer,3,18,1,CCCOCC(=O)Nc1cnsn1,CCCOCC(=O)Nc1cnsn1,"['C', 'C', 'C', 'O', 'C', 'C', '(', '=', 'O', ')', 'N', 'c', '1', 'c', 'n', 's', 'n', '1']","['C', 'C', 'C', 'O', 'C', 'C', '(', '=', 'O', ')', 'N', 'c', '1', 'c', 'n', 's', 'n', '1']"
Transformer,3,18,1,COCCCSCc1ccc(C)cc1,COCCCSCc1ccc(C)cc1,"['C', 'O', 'C', 'C', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 'c', 'c', '1']","['C', 'O', 'C', 'C', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', '(', 'C', ')', 'c', 'c', '1']"
Transformer,3,18,1,CNCCSCc1ccc(F)cc1C,CNCCSCc1ccc(F)cc1C,"['C', 'N', 'C', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', '(', 'F', ')', 'c', 'c', '1', 'C']","['C', 'N', 'C', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', '(', 'F', ')', 'c', 'c', '1', 'C']"
Transformer,3,18,1,Cc1cc(CCC(=O)O)on1,Cc1cc(CCC(=O)O)on1,"['C', 'c', '1', 'c', 'c', '(', 'C', 'C', 'C', '(', '=', 'O', ')', 'O', ')', 'o', 'n', '1']","['C', 'c', '1', 'c', 'c', '(', 'C', 'C', 'C', '(', '=', 'O', ')', 'O', ')', 'o', 'n', '1']"
Transformer,3,18,1,C[C@H]1NCCc2sccc21,C[C@H]1NCCc2sccc21,"['C', '[', 'C', '@', 'H', ']', '1', 'N', 'C', 'C', 'c', '2', 's', 'c', 'c', 'c', '2', '1']","['C', '[', 'C', '@', 'H', ']', '1', 'N', 'C', 'C', 'c', '2', 's', 'c', 'c', 'c', '2', '1']"
Transformer,3,18,1,CCOCSc1nc2ccccc2o1,CCOCSc1nc2ccccc2o1,"['C', 'C', 'O', 'C', 'S', 'c', '1', 'n', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', 'o', '1']","['C', 'C', 'O', 'C', 'S', 'c', '1', 'n', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', 'o', '1']"
Transformer,3,18,1,CCCN(C)CCC1(O)CCC1,CCCN(C)CCC1(O)CCC1,"['C', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', 'C', '1', '(', 'O', ')', 'C', 'C', 'C', '1']","['C', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', 'C', '1', '(', 'O', ')', 'C', 'C', 'C', '1']"
Transformer,3,18,1,Cc1cccc(C(=O)O)c1F,Cc1cccc(C(=O)O)c1F,"['C', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'c', '1', 'F']","['C', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'c', '1', 'F']"
Transformer,3,18,1,Cc1cccnc1CN1CCNCC1,Cc1cccnc1CN1CCNCC1,"['C', 'c', '1', 'c', 'c', 'c', 'n', 'c', '1', 'C', 'N', '1', 'C', 'C', 'N', 'C', 'C', '1']","['C', 'c', '1', 'c', 'c', 'c', 'n', 'c', '1', 'C', 'N', '1', 'C', 'C', 'N', 'C', 'C', '1']"
Transformer,3,18,1,Brc1ccccc1-c1ncno1,Brc1ccccc1-c1ncno1,"['B', 'r', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', '-', 'c', '1', 'n', 'c', 'n', 'o', '1']","['B', 'r', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', '-', 'c', '1', 'n', 'c', 'n', 'o', '1']"
Transformer,3,18,1,COc1c(F)cc(F)cc1NN,COc1c(F)cc(F)cc1NN,"['C', 'O', 'c', '1', 'c', '(', 'F', ')', 'c', 'c', '(', 'F', ')', 'c', 'c', '1', 'N', 'N']","['C', 'O', 'c', '1', 'c', '(', 'F', ')', 'c', 'c', '(', 'F', ')', 'c', 'c', '1', 'N', 'N']"
Transformer,3,18,1,COc1nc2ccccc2cc1Br,COc1nc2ccccc2cc1Br,"['C', 'O', 'c', '1', 'n', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', 'c', 'c', '1', 'B', 'r']","['C', 'O', 'c', '1', 'n', 'c', '2', 'c', 'c', 'c', 'c', 'c', '2', 'c', 'c', '1', 'B', 'r']"
Transformer,3,18,1,CCCCN1CCN(CCCC)CC1,CCCCN1CCN(CCCC)CC1,"['C', 'C', 'C', 'C', 'N', '1', 'C', 'C', 'N', '(', 'C', 'C', 'C', 'C', ')', 'C', 'C', '1']","['C', 'C', 'C', 'C', 'N', '1', 'C', 'C', 'N', '(', 'C', 'C', 'C', 'C', ')', 'C', 'C', '1']"
Transformer,3,18,1,Cc1nonc1CN(CCO)CCO,Cc1nonc1CN(CCO)CCO,"['C', 'c', '1', 'n', 'o', 'n', 'c', '1', 'C', 'N', '(', 'C', 'C', 'O', ')', 'C', 'C', 'O']","['C', 'c', '1', 'n', 'o', 'n', 'c', '1', 'C', 'N', '(', 'C', 'C', 'O', ')', 'C', 'C', 'O']"
